transaction_id,user_id,timestamp,amount,ip_address,device_id,shipping_country,billing_country,is_fraud
TXN_100078,USER_1022,2026-01-01 07:48:00,78.73,222.143.109.183,DEV_5000,JO,JO,0
TXN_100079,USER_1134,2026-01-01 15:48:00,34.16,63.37.159.222,DEV_5010,DE,DE,0
TXN_100080,USER_1287,2026-01-01 02:40:00,8.91,97.189.217.247,DEV_5000,BG,BG,0
TXN_100081,USER_1462,2026-01-01 12:09:00,6.83,131.230.186.146,DEV_5009,AE,AE,0
TXN_100082,USER_1282,2026-01-01 09:34:00,11.82,35.53.136.48,DEV_5009,TV,TV,0
TXN_100083,USER_1460,2026-01-01 20:45:00,27.14,21.9.176.92,DEV_5002,BG,BG,0
TXN_100084,USER_1341,2026-01-01 08:24:00,80.73,203.148.130.47,DEV_5006,ER,ER,0
TXN_100085,USER_1208,2026-01-01 17:00:00,13.39,68.89.120.132,DEV_5039,GQ,GQ,0
TXN_100086,USER_1442,2026-01-01 18:38:00,88.24,220.235.186.181,DEV_5010,CL,CL,0
TXN_100087,USER_1012,2026-01-01 17:24:00,134.17,205.248.63.192,DEV_5011,TT,TT,0
TXN_100088,USER_1210,2026-01-01 20:32:00,71.41,133.63.55.85,DEV_5042,NL,NL,0
TXN_100089,USER_1081,2026-01-01 02:58:00,29.11,148.63.103.79,DEV_5044,IL,IL,0
TXN_100090,USER_1240,2026-01-01 06:00:00,89.8,103.65.185.106,DEV_5014,GY,GY,0
TXN_100091,USER_1156,2026-01-01 06:04:00,6.2,121.12.9.233,DEV_5014,SV,SV,0
TXN_100092,USER_1168,2026-01-01 21:28:00,8.6,157.67.42.221,DEV_5017,KW,KW,0
TXN_100093,USER_1179,2026-01-01 13:57:00,30.51,204.148.145.124,DEV_5041,AG,AG,0
TXN_100094,USER_1274,2026-01-01 01:34:00,11.13,19.51.11.226,DEV_5021,BN,BN,0
TXN_100095,USER_1091,2026-01-01 07:55:00,6.95,6.31.33.101,DEV_5037,CO,CO,0
TXN_100096,USER_1176,2026-01-01 20:48:00,23.82,204.140.226.117,DEV_5046,HN,HN,0
TXN_100097,USER_1261,2026-01-01 11:19:00,119.88,42.24.134.46,DEV_5007,OM,OM,0
TXN_100098,USER_1022,2026-01-01 11:26:00,5.08,174.107.142.27,DEV_5045,VA,VA,0
TXN_100099,USER_1275,2026-01-01 19:48:00,145.89,196.8.2.199,DEV_5043,TL,TL,0
TXN_100100,USER_1100,2026-01-01 11:40:00,8.63,164.202.65.94,DEV_5023,HR,HR,0
TXN_100101,USER_1169,2026-01-01 10:06:00,59.44,72.152.57.195,DEV_5039,IN,IN,0
TXN_100102,USER_1460,2026-01-01 15:18:00,23.5,70.217.173.106,DEV_5019,CH,CH,0
TXN_100103,USER_1206,2026-01-01 08:35:00,45.42,6.45.196.230,DEV_5044,JM,JM,0
TXN_100104,USER_1340,2026-01-01 19:04:00,73.94,149.241.192.42,DEV_5024,GA,GA,0
TXN_100105,USER_1291,2026-01-01 12:15:00,644.3,144.229.28.185,DEV_5019,SD,RW,1
TXN_100106,USER_1220,2026-01-01 17:40:00,58.17,112.208.18.128,DEV_5037,BW,BW,0
TXN_100107,USER_1226,2026-01-01 07:08:00,40.79,145.181.32.252,DEV_5043,BD,BD,0
TXN_100108,USER_1491,2026-01-01 05:24:00,58.77,72.95.89.104,DEV_5047,DZ,DZ,0
TXN_100109,USER_1339,2026-01-01 18:10:00,25.41,192.106.87.91,DEV_5040,SZ,SZ,0
TXN_100110,USER_1384,2026-01-01 20:10:00,23.58,29.175.156.121,DEV_5015,TJ,TJ,0
TXN_100111,USER_1075,2026-01-01 01:51:00,19.04,68.208.203.152,DEV_5001,FM,FM,0
TXN_100112,USER_1435,2026-01-01 03:44:00,35.39,209.39.36.123,DEV_5049,MN,MN,0
TXN_100113,USER_1294,2026-01-01 22:36:00,64.59,137.122.94.93,DEV_5012,NR,NR,0
TXN_100114,USER_1124,2026-01-01 20:54:00,63.18,83.186.129.57,DEV_5009,MM,MM,0
TXN_100115,USER_1440,2026-01-02 04:45:00,10.64,209.70.209.156,DEV_5049,MK,MK,0
TXN_100116,USER_1090,2026-01-01 17:24:00,36.23,101.127.194.92,DEV_5044,TL,TL,0
TXN_100117,USER_1469,2026-01-01 15:36:00,12.16,90.2.22.79,DEV_5007,VN,VN,0
TXN_100118,USER_1271,2026-01-01 19:40:00,24.08,183.147.90.41,DEV_5035,DK,DK,0
TXN_100119,USER_1226,2026-01-02 03:46:00,68.52,193.90.166.155,DEV_5039,NG,NG,0
TXN_100120,USER_1425,2026-01-01 16:00:00,118.75,85.66.134.209,DEV_5035,NG,NG,0
TXN_100121,USER_1243,2026-01-01 10:05:00,74.67,163.248.126.54,DEV_5028,IQ,IQ,0
TXN_100122,USER_1141,2026-01-02 02:26:00,41.83,105.186.194.122,DEV_5049,MU,MU,0
TXN_100123,USER_1140,2026-01-01 04:06:00,67.51,223.15.228.132,DEV_5028,GN,GN,0
TXN_100124,USER_1171,2026-01-02 07:00:00,43.84,103.215.89.187,DEV_5020,MG,MG,0
TXN_100125,USER_1118,2026-01-02 01:00:00,13.29,46.144.236.174,DEV_5024,GR,GR,0
TXN_100126,USER_1212,2026-01-01 12:36:00,44.11,76.92.61.13,DEV_5026,MZ,MZ,0
TXN_100127,USER_1105,2026-01-01 14:49:00,122.61,36.113.99.188,DEV_5026,IT,IT,0
TXN_100128,USER_1356,2026-01-02 05:52:00,111.29,57.148.84.167,DEV_5001,GD,GD,0
TXN_100129,USER_1244,2026-01-01 12:54:00,22.73,192.42.152.199,DEV_5000,AT,AT,0
TXN_100130,USER_1456,2026-01-01 19:30:00,73.82,80.183.191.243,DEV_5026,EE,EE,0
TXN_100131,USER_1308,2026-01-01 17:28:00,17.39,144.253.102.161,DEV_5014,AZ,AZ,0
TXN_100132,USER_1014,2026-01-01 13:12:00,60.26,91.207.228.131,DEV_5024,LY,LY,0
TXN_100133,USER_1370,2026-01-02 07:02:00,36.5,186.9.165.3,DEV_5010,NZ,NZ,0
TXN_100134,USER_1318,2026-01-01 02:14:00,123.72,135.102.189.150,DEV_5034,MV,MV,0
TXN_100135,USER_1339,2026-01-01 04:30:00,56.47,214.21.32.21,DEV_5001,IE,IE,0
TXN_100136,USER_1236,2026-01-01 02:16:00,20.07,91.232.93.205,DEV_5011,AD,AD,0
TXN_100137,USER_1232,2026-01-01 13:42:00,76.61,11.39.14.79,DEV_5020,MM,MM,0
TXN_100138,USER_1385,2026-01-01 11:30:00,95.06,26.144.255.169,DEV_5026,VU,VU,0
TXN_100139,USER_1383,2026-01-01 02:19:00,469.59,39.249.220.117,DEV_5034,WS,WS,0
TXN_100140,USER_1332,2026-01-02 06:20:00,162.66,217.229.168.242,DEV_5004,TL,TL,0
TXN_100141,USER_1015,2026-01-01 09:24:00,96.39,57.192.237.141,DEV_5015,MC,MC,0
TXN_100142,USER_1122,2026-01-01 18:56:00,60.35,40.37.123.189,DEV_5008,FI,FI,0
TXN_100143,USER_1111,2026-01-02 04:36:00,19.8,56.67.234.143,DEV_5029,GD,GD,0
TXN_100144,USER_1310,2026-01-02 04:48:00,68.36,181.145.161.200,DEV_5038,VE,VE,0
TXN_100145,USER_1083,2026-01-01 04:50:00,48.22,153.253.34.181,DEV_5019,SY,SY,0
TXN_100146,USER_1294,2026-01-02 12:30:00,163.71,174.110.85.253,DEV_5043,JO,JO,0
TXN_100147,USER_1366,2026-01-01 04:54:00,49.84,101.164.253.217,DEV_5012,PT,PT,0
TXN_100148,USER_1124,2026-01-02 05:36:00,79.03,22.214.164.83,DEV_5006,SE,SE,0
TXN_100149,USER_1307,2026-01-02 08:17:00,211.27,21.110.28.164,DEV_5007,KM,KM,0
TXN_100150,USER_1177,2026-01-01 17:30:00,59.16,85.115.185.118,DEV_5034,BW,BW,0
TXN_100151,USER_1331,2026-01-01 02:31:00,99.71,163.194.5.146,DEV_5021,GQ,GQ,0
TXN_100152,USER_1054,2026-01-01 15:12:00,55.47,44.190.139.122,DEV_5027,CY,CY,0
TXN_100153,USER_1362,2026-01-01 17:51:00,14.69,79.171.128.12,DEV_5009,PY,PY,0
TXN_100154,USER_1333,2026-01-02 01:40:00,87.56,132.169.55.188,DEV_5017,PH,PH,0
TXN_100155,USER_1247,2026-01-01 18:05:00,92.36,44.113.160.123,DEV_5029,VC,VC,0
TXN_100156,USER_1165,2026-01-02 12:24:00,141.38,159.163.224.37,DEV_5015,MZ,MZ,0
TXN_100157,USER_1230,2026-01-02 10:01:00,36.25,112.22.182.40,DEV_5015,GB,GB,0
TXN_100158,USER_1194,2026-01-01 02:38:00,39.09,211.105.41.194,DEV_5021,NO,NO,0
TXN_100159,USER_1249,2026-01-01 15:54:00,84.93,119.110.203.221,DEV_5013,BE,BE,0
TXN_100160,USER_1450,2026-01-02 08:00:00,111.06,2.124.69.109,DEV_5038,PH,PH,0
TXN_100161,USER_1264,2026-01-01 05:22:00,18.81,93.188.182.255,DEV_5012,TL,TL,0
TXN_100162,USER_1284,2026-01-01 10:48:00,63.66,13.19.167.5,DEV_5048,TW,TW,0
TXN_100163,USER_1251,2026-01-02 11:19:00,5.87,221.167.220.59,DEV_5028,SY,SY,0
TXN_100164,USER_1207,2026-01-01 10:56:00,23.28,21.23.210.81,DEV_5044,CH,CH,0
TXN_100165,USER_1242,2026-01-02 00:45:00,26.06,222.102.248.179,DEV_5035,IL,IL,0
TXN_100166,USER_1281,2026-01-01 16:36:00,65.68,184.223.188.12,DEV_5021,SK,SK,0
TXN_100167,USER_1128,2026-01-01 05:34:00,68.88,23.167.230.243,DEV_5014,IS,IS,0
TXN_100168,USER_1380,2026-01-02 12:24:00,63.59,25.36.175.94,DEV_5034,GW,GW,0
TXN_100169,USER_1378,2026-01-01 14:05:00,69.47,125.71.97.241,DEV_5030,SR,SR,0
TXN_100170,USER_1268,2026-01-01 14:10:00,201.89,73.167.53.165,DEV_5038,HT,HT,0
TXN_100171,USER_1151,2026-01-01 17:06:00,940.96,41.199.143.184,DEV_5014,MA,GH,1
TXN_100172,USER_1140,2026-01-01 02:52:00,45.3,90.22.27.174,DEV_5002,LS,LS,0
TXN_100173,USER_1064,2026-01-02 16:22:00,74.88,7.83.129.113,DEV_5040,BH,BH,0
TXN_100174,USER_1006,2026-01-01 14:30:00,36.69,103.174.58.26,DEV_5036,MW,MW,0
TXN_100175,USER_1094,2026-01-01 14:35:00,146.56,208.160.1.120,DEV_5003,TR,TR,0
TXN_100176,USER_1420,2026-01-01 20:32:00,38.84,32.96.153.241,DEV_5004,MH,MH,0
TXN_100177,USER_1351,2026-01-01 08:51:00,13.08,56.245.138.142,DEV_5003,NL,NL,0
TXN_100178,USER_1155,2026-01-01 11:52:00,11.3,5.195.169.202,DEV_5005,RU,RU,0
TXN_100179,USER_1310,2026-01-02 14:47:00,53.17,118.249.47.37,DEV_5038,RU,RU,0
TXN_100180,USER_1194,2026-01-02 21:00:00,34.23,85.131.37.123,DEV_5028,SV,SV,0
TXN_100181,USER_1219,2026-01-02 06:10:00,53.51,153.224.83.7,DEV_5019,RS,RS,0
TXN_100182,USER_1378,2026-01-02 15:26:00,16.65,111.122.110.23,DEV_5006,CN,CN,0
TXN_100183,USER_1338,2026-01-01 09:09:00,18.71,192.80.110.116,DEV_5005,MX,MX,0
TXN_100184,USER_1080,2026-01-01 21:28:00,34.94,129.188.10.63,DEV_5000,BS,BS,0
TXN_100185,USER_1149,2026-01-01 12:20:00,21.99,136.175.76.226,DEV_5002,PL,PL,0
TXN_100186,USER_1440,2026-01-01 06:12:00,63.14,98.20.204.213,DEV_5029,MU,MU,0
TXN_100187,USER_1403,2026-01-02 07:10:00,59.11,61.25.203.54,DEV_5040,LR,LR,0
TXN_100188,USER_1217,2026-01-02 04:12:00,17.73,56.67.154.153,DEV_5007,IT,IT,0
TXN_100189,USER_1136,2026-01-01 06:18:00,8.07,189.125.117.134,DEV_5009,ID,ID,0
TXN_100190,USER_1304,2026-01-02 20:20:00,47.11,175.195.48.59,DEV_5047,AM,AM,0
TXN_100191,USER_1063,2026-01-02 14:12:00,23.13,177.170.175.108,DEV_5029,MG,MG,0
TXN_100192,USER_1139,2026-01-02 04:48:00,39.04,113.25.15.147,DEV_5032,CF,CF,0
TXN_100193,USER_1020,2026-01-02 14:36:00,24.45,65.252.101.62,DEV_5027,HU,HU,0
TXN_100194,USER_1046,2026-01-02 11:34:00,95.38,102.20.222.127,DEV_5014,VU,VU,0
TXN_100195,USER_1486,2026-01-02 18:15:00,60.78,106.5.0.73,DEV_5001,PY,PY,0
TXN_100196,USER_1020,2026-01-02 18:28:00,14.63,141.243.33.142,DEV_5048,PT,PT,0
TXN_100197,USER_1226,2026-01-01 09:51:00,294.56,151.155.250.129,DEV_5017,DM,DM,0
TXN_100198,USER_1416,2026-01-01 06:36:00,36.74,135.84.129.170,DEV_5031,DK,DK,0
TXN_100199,USER_1164,2026-01-01 06:38:00,102.5,194.110.177.112,DEV_5042,TT,TT,0
TXN_100200,USER_1355,2026-01-01 16:40:00,59.32,83.247.27.134,DEV_5031,TR,TR,0
TXN_100201,USER_1389,2026-01-01 03:21:00,35.33,152.5.7.122,DEV_5035,MY,MY,0
TXN_100202,USER_1165,2026-01-02 19:46:00,30.89,205.150.45.236,DEV_5007,BO,BO,0
TXN_100203,USER_1000,2026-01-02 23:22:00,44.11,143.138.216.36,DEV_5042,CA,CA,0
TXN_100204,USER_1096,2026-01-01 20:24:00,53.73,147.77.33.113,DEV_5033,LA,LA,0
TXN_100205,USER_1226,2026-01-01 03:25:00,16.38,135.191.93.186,DEV_5048,TM,TM,0
TXN_100206,USER_1474,2026-01-02 03:28:00,111.37,187.28.75.17,DEV_5018,SN,SN,0
TXN_100207,USER_1014,2026-01-02 10:30:00,85.3,27.219.183.119,DEV_5040,BJ,BJ,0
TXN_100208,USER_1159,2026-01-01 03:28:00,45.18,13.117.174.210,DEV_5035,AL,AL,0
TXN_100209,USER_1430,2026-01-02 03:52:00,151.93,168.250.251.183,DEV_5007,CD,CD,0
TXN_100210,USER_1078,2026-01-03 04:30:00,68.05,27.151.11.93,DEV_5031,ZW,ZW,0
TXN_100211,USER_1139,2026-01-03 01:14:00,37.94,222.182.47.74,DEV_5026,KN,KN,0
TXN_100212,USER_1233,2026-01-01 10:36:00,29.19,106.209.116.252,DEV_5035,ES,ES,0
TXN_100213,USER_1260,2026-01-03 05:15:00,12.34,12.82.65.234,DEV_5047,VE,VE,0
TXN_100214,USER_1395,2026-01-01 21:24:00,141.09,167.188.103.225,DEV_5026,PT,PT,0
TXN_100215,USER_1420,2026-01-01 17:55:00,69.74,24.150.178.62,DEV_5000,LI,LI,0
TXN_100216,USER_1296,2026-01-02 04:48:00,105.22,169.22.47.138,DEV_5042,IT,IT,0
TXN_100217,USER_1247,2026-01-01 21:42:00,45.14,215.205.186.177,DEV_5022,GB,GB,0
TXN_100218,USER_1233,2026-01-03 02:52:00,15.45,28.32.174.45,DEV_5020,LU,LU,0
TXN_100219,USER_1292,2026-01-01 14:36:00,101.9,84.205.8.57,DEV_5024,EG,EG,0
TXN_100220,USER_1162,2026-01-02 05:20:00,66.08,27.90.185.224,DEV_5047,IL,IL,0
TXN_100221,USER_1197,2026-01-02 23:53:00,90.95,49.174.98.100,DEV_5042,TH,TH,0
TXN_100222,USER_1253,2026-01-01 11:06:00,39.89,76.58.68.188,DEV_5002,BS,BS,0
TXN_100223,USER_1445,2026-01-03 04:02:00,98.23,118.128.186.198,DEV_5006,RW,RW,0
TXN_100224,USER_1466,2026-01-01 03:44:00,69.09,2.246.23.122,DEV_5029,FM,FM,0
TXN_100225,USER_1335,2026-01-01 07:30:00,36.7,31.180.206.240,DEV_5009,PE,PE,0
TXN_100226,USER_1173,2026-01-02 21:12:00,30.33,161.125.37.130,DEV_5039,KE,KE,0
TXN_100227,USER_1168,2026-01-03 04:58:00,43.14,115.228.147.244,DEV_5043,KP,KP,0
TXN_100228,USER_1320,2026-01-03 09:00:00,76.23,151.158.7.245,DEV_5045,PY,PY,0
TXN_100229,USER_1018,2026-01-01 07:38:00,18.38,6.192.3.224,DEV_5039,NO,NO,0
TXN_100230,USER_1147,2026-01-02 22:00:00,9.74,198.212.174.189,DEV_5014,MH,MH,0
TXN_100231,USER_1389,2026-01-02 22:12:00,108.01,145.86.177.216,DEV_5040,KP,KP,0
TXN_100232,USER_1355,2026-01-03 10:00:00,6.47,113.238.52.220,DEV_5019,WS,WS,0
TXN_100233,USER_1028,2026-01-01 23:18:00,28.49,96.244.217.29,DEV_5018,CH,CH,0
TXN_100234,USER_1271,2026-01-02 15:00:00,62.25,5.123.47.215,DEV_5026,FI,FI,0
TXN_100235,USER_1089,2026-01-02 15:10:00,107.34,119.191.71.4,DEV_5005,IS,IS,0
TXN_100236,USER_1123,2026-01-03 11:00:00,48.75,185.14.83.73,DEV_5031,BZ,BZ,0
TXN_100237,USER_1326,2026-01-02 07:36:00,1265.56,174.94.182.119,DEV_5016,GT,ML,1
TXN_100238,USER_1461,2026-01-02 19:38:00,44.55,104.57.243.162,DEV_5018,KN,KN,0
TXN_100239,USER_1483,2026-01-02 15:50:00,22.77,12.99.148.71,DEV_5022,BD,BD,0
TXN_100240,USER_1353,2026-01-02 08:00:00,98.31,193.149.146.239,DEV_5016,MC,MC,0
TXN_100241,USER_1196,2026-01-01 08:02:00,18.54,207.237.81.207,DEV_5030,CA,CA,0
TXN_100242,USER_1294,2026-01-03 00:24:00,22.49,217.25.78.202,DEV_5018,PW,PW,0
TXN_100243,USER_1337,2026-01-01 20:15:00,5.41,26.231.16.35,DEV_5025,ER,ER,0
TXN_100244,USER_1398,2026-01-01 04:04:00,125.74,195.2.137.177,DEV_5047,QA,QA,0
TXN_100245,USER_1426,2026-01-03 05:05:00,85.19,68.46.150.56,DEV_5018,MZ,MZ,0
TXN_100246,USER_1180,2026-01-02 21:06:00,15.54,17.183.42.96,DEV_5014,CZ,CZ,0
TXN_100247,USER_1386,2026-01-03 05:31:00,58.82,108.220.130.161,DEV_5046,BS,BS,0
TXN_100248,USER_1321,2026-01-03 14:00:00,54.37,199.60.165.174,DEV_5006,TH,TH,0
TXN_100249,USER_1403,2026-01-01 04:09:00,48.32,183.56.212.57,DEV_5028,SK,SK,0
TXN_100250,USER_1046,2026-01-02 01:00:00,73.81,60.85.138.123,DEV_5018,KG,KG,0
TXN_100251,USER_1067,2026-01-03 14:45:00,182.87,221.184.249.88,DEV_5034,KP,KP,0
TXN_100252,USER_1467,2026-01-03 10:48:00,13.99,131.218.208.52,DEV_5017,VA,VA,0
TXN_100253,USER_1483,2026-01-03 06:49:00,22.49,203.153.103.95,DEV_5030,GE,GE,0
TXN_100254,USER_1411,2026-01-02 09:52:00,169.7,144.239.246.76,DEV_5007,HR,HR,0
TXN_100255,USER_1494,2026-01-03 11:30:00,61.4,79.89.243.122,DEV_5014,EC,EC,0
TXN_100256,USER_1203,2026-01-02 01:36:00,9.73,5.64.148.44,DEV_5035,AD,AD,0
TXN_100257,USER_1135,2026-01-01 08:34:00,35.33,62.19.11.202,DEV_5034,JP,JP,0
TXN_100258,USER_1344,2026-01-02 19:00:00,28.98,82.112.79.121,DEV_5016,MA,MA,0
TXN_100259,USER_1190,2026-01-02 23:29:00,18.32,126.232.118.203,DEV_5006,BN,BN,0
TXN_100260,USER_1452,2026-01-02 02:00:00,128.41,144.238.118.132,DEV_5035,YE,YE,0
